hash,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,obs68,obs69,obs70,obs71,obs72,obs73,obs74,obs75,obs76,obs77,obs78,obs79,obs80,obs81,obs82,obs83,obs84,obs85,obs86,obs87,obs88,obs89,obs90,obs91,obs92,obs93,obs94,obs95,obs96,obs97,obs98,obs99,obs100,obs101,obs102,obs103,obs104,obs105,obs106,obs107,obs108,obs109,obs110,obs111,obs112,obs113,obs114,obs115,obs116,obs117,obs118,obs119,obs120,obs121,obs122,obs123,obs124,obs125,obs126,obs127,obs128,obs129,obs130,obs131,obs132,obs133,obs134,obs135,obs136,obs137,obs138,obs139,obs140,obs141,obs142,obs143,obs144,obs145,obs146,obs147,obs148,obs149,obs150,obs151,obs152,obs153,obs154,obs155,obs156,obs157,obs158,obs159,obs160,obs161,obs162,obs163,obs164,obs165,obs166,obs167,obs168,obs169,obs170,obs171,obs172,obs173,obs174,obs175,obs176,obs177,obs178,obs179,obs180,obs181,obs182,obs183,obs184,obs185,obs186,obs187,obs188,obs189,obs190,obs191,obs192,obs193,obs194,obs195,obs196,obs197,obs198,obs199,obs200
9a651184e468c20088beb06ff05ee05a,1.522582165,0.793755568,1.604102165,1.038391714,0.985190814,1.608762353,1.774049273,1.12698303,0.573550652,1.773536645,1.284169241,1.694932314,0.770185907,1.767803433,1.37504692,1.349669698,1.765154048,1.723452941,1.279374793,1.615526584,1.046812924,1.723254698,1.692569291,1.66682829,1.382130112,1.266320032,1.718857751,1.707097836,1.774400558,0.944801647,1.725849713,1.774240559,1.749109828,0.609117425,0.833923962,0.566594208,1.505082498,1.763947294,1.311079864,1.160606253,1.760293032,1.123160858,1.722214988,1.768106177,1.678594848,1.692927391,1.771194052,0.639827355,1.723836149,1.404279748,1.701088874,1.773304641,1.148948009,1.490228156,1.521361082,1.529598557,1.691108619,1.769392822,0.940307511,0.940856016,0.828547298,1.292804335,1.686702165,1.528571256,1.76173947,1.550228117,1.768224114,1.772654021,0.878549959,0.911077106,1.732285502,1.588827384,1.398919057,1.001735179,1.330275617,0.835866528,1.427951011,1.011939126,1.705660384,0.419980061,1.759314657,1.598004292,0.781391998,0.745584242,1.73126618,1.329063711,1.773921363,0.54828,0.443615003,1.766852579,0.668525134,1.229940426,1.55475765,0.877969551,1.764888784,1.692874084,1.538560849,0.945828794,1.768764806,1.409295668,1.440145012,1.774266799,1.632518583,1.228734603,1.739439715,1.752301616,1.724976171,1.707483422,1.679260624,1.402698234,1.773251142,1.774281372,1.73529448,1.626640782,1.287434981,1.508195491,1.257199388,1.764839074,1.755218723,1.360686139,0.943874198,1.469188164,1.700344347,1.670617081,1.636073256,1.756985271,1.767467975,1.207230253,1.044153018,1.430349158,1.246885679,1.70367839,1.774453922,1.750027879,0.877990979,1.474766841,1.774389586,1.774439721,1.766705621,1.628504402,0.56473162,1.641040722,1.337298165,1.408610212,1.77384795,1.760045297,0.910183306,1.756905089,1.331296621,1.773362269,0.948039439,1.774350932,1.774259005,1.729354021,1.630867841,1.465842562,1.774001107,1.644818643,1.583242532,1.736767768,1.600912778,1.725785383,1.668983077,1.663235511,1.774262964,1.738404412,0.874922096,1.681442443,1.644925643,1.557698578,0.746666503,1.720168313,1.620274025,1.764437573,1.771913085,1.268197666,1.717189715,1.155184204,1.768046643,1.470054779,1.567284732,1.705915747,1.610169017,1.723010585,1.290750375,1.745303543,1.759932485,1.596703756,1.772659418,0.96702382,0.969054444,1.160225806,1.759156444,1.765390973,1.005286565,6.760262898,8.420404526,8.083733478,7.448452579,7.509845568
2471372c9b42ce191b60380eb6a4e1d3,6.760262898,8.420404526,7.378334411,8.538270492,8.551863679,8.657868041,8.261938773,7.727983536,8.279218763,7.106452717,7.298721339,8.728839354,7.394833149,7.757360666,8.732090077,7.99889725,7.061041852,8.392112306,7.794081335,6.997451619,8.228710931,7.649688026,8.508835571,7.224391207,8.510280329,8.183728781,8.293947917,6.932654481,8.2164387,7.235955062,7.378434636,8.58734663,7.31751673,8.798050213,7.187862088,8.114338358,6.784714861,7.462114761,7.38896373,8.028543311,7.821145016,7.251344517,8.39872666,6.919181476,7.849711442,7.069996712,7.980144149,7.572214258,8.836564332,7.939665115,7.429052995,7.745866893,7.650930231,7.146469559,8.034478492,7.776207614,7.716293855,6.958664534,7.413409692,8.786238242,6.779693712,7.616533213,7.191217849,8.214536879,7.226296043,6.858342458,8.102195445,8.022533035,8.361084154,7.06236652,7.637907057,8.189126917,8.117832798,6.950893729,8.057970647,8.297668695,7.220315965,6.867012457,8.008356266,8.640310724,7.506853009,7.558977919,8.754954005,8.375289132,7.214166552,7.010441361,8.151087147,8.018739057,8.497663335,7.686452006,8.217414501,7.150856902,8.4844232,7.47589012,7.130669845,8.655153701,7.842359156,7.274136151,7.750070494,7.496243241,8.822427303,7.739646574,7.691557338,7.612697759,7.972197876,6.825563024,8.452993612,8.779180896,8.775933554,8.410111466,7.828793876,6.944814808,8.570059537,7.457304881,7.803659896,8.248621651,8.130710841,7.093774516,7.657729617,7.432767676,7.492040553,8.652302413,7.977006077,6.976365653,7.919056315,7.577860307,7.625930131,7.006222306,7.828393274,6.842843118,7.964443141,8.047039156,7.761740057,8.640371158,8.662639695,8.126548342,6.765707581,6.797173395,7.034098293,8.35144408,7.333529461,6.944751007,8.488942717,8.552031548,8.099281608,7.633369802,7.185632237,8.302843373,8.727640954,8.783294901,8.816312655,7.380227052,8.226192728,8.325254942,8.122774011,8.307089663,7.837190679,8.795520769,7.556486857,7.743757519,8.347006911,6.836237408,6.802963509,7.639761262,6.774561615,7.218316041,8.721515051,7.357369954,8.438648819,7.001471399,7.582194185,6.856335607,6.961439699,8.208482372,8.338988112,7.247359583,7.074750669,7.786291341,7.11810574,7.642569337,7.068658245,7.71412931,7.17220208,8.171760783,7.729773473,7.999090364,7.923699393,7.700352152,7.070759799,8.07043566,8.360347297,7.874153655,7.114088066,7.278352034,7.544666669,-9.504575652,-8.227241248,-9.456713676,-9.486679471,-8.973457369
b9b5c1509bb1b6df4d2132be40a76729,-9.504575652,-8.227241248,-9.246693924,-8.028335324,-8.831960202,-9.524297975,-9.35144969,-9.355766239,-7.235538487,-8.822069721,-8.522903128,-9.469276493,-9.290230401,-9.519015622,-8.643492233,-9.259593803,-8.346286786,-8.720613408,-9.517904791,-8.588737364,-8.134078117,-8.542028433,-9.319005086,-7.80038547,-8.295156276,-9.247531485,-9.028755099,-9.385343262,-9.468756458,-7.950281136,-9.524038516,-9.351484551,-8.656538087,-7.967333292,-9.406471549,-7.472028674,-9.497115124,-8.708354344,-9.524212188,-9.416181394,-9.286460605,-9.317535635,-8.87982147,-8.876964464,-8.826592771,-9.105963791,-7.689475846,-9.31155875,-9.522651707,-8.636457341,-7.239552704,-9.506254051,-8.089267907,-9.40744183,-9.426588788,-8.968406275,-9.406143262,-8.66661047,-9.431978856,-7.93369249,-8.986672591,-8.879382648,-9.508694463,-9.508309253,-7.775763217,-9.175484972,-9.519945096,-9.521744938,-8.476039882,-8.383548571,-8.918628118,-9.462104968,-8.493449174,-8.660445949,-9.365892509,-9.11060861,-9.343575724,-8.973197284,-8.75184579,-8.958290795,-9.137031487,-9.046769753,-8.094364111,-9.497134467,-9.523477688,-8.892259563,-8.367257278,-7.377399033,-9.283934772,-8.546972744,-9.439590651,-9.385782024,-9.34364908,-8.737201867,-9.479146672,-8.613150468,-9.215070236,-9.328749462,-8.652933601,-8.553213067,-9.504587361,-9.510692723,-8.152684023,-8.949853024,-8.677364555,-8.148052096,-8.562007771,-9.510882842,-8.319150199,-7.734852346,-9.336338979,-8.483476887,-8.189619289,-8.870797039,-8.277715724,-8.975258258,-9.21376105,-9.51521163,-9.524259803,-8.060882305,-8.613252796,-8.583748224,-8.700080456,-9.414075781,-8.375161035,-9.523466826,-9.513804428,-8.729849151,-9.465890027,-9.322062345,-9.136426587,-9.315176384,-7.780074881,-8.829004852,-8.514019249,-9.328145117,-8.356378787,-7.653232592,-9.503665608,-9.475610985,-9.339057494,-9.082606815,-8.019128144,-9.1844982,-7.604539217,-9.414855426,-8.950449722,-9.271796819,-9.12462165,-8.145072979,-9.271187612,-7.785650163,-9.169450382,-8.763512596,-9.466889373,-9.139666282,-9.438077759,-7.783935891,-9.370455423,-8.04809505,-9.353652778,-9.170510996,-9.476354008,-8.024524716,-9.3030746,-9.427470731,-9.076553387,-8.80744252,-9.238922954,-8.199607879,-9.521433401,-8.131435903,-9.445510555,-8.804824674,-9.491041582,-7.748979407,-9.050896096,-9.243812706,-7.277653432,-8.785117557,-8.503696758,-7.853325709,-9.464875127,-7.475439378,-7.993598208,-7.589511488,-7.557191668,-8.871437093,-9.523201233,-9.452446379,-8.661846121,-9.189151646,-8.365221109,-8.430344916,-9.515407503,-3.693270165,-3.681894416,-3.727141863,-3.680400153,-3.703721746
2816ea92dcc48922afb028c2458735b1,-3.693270165,-3.681894416,-3.684437575,-3.680403452,-3.684193876,-3.680400151,-3.70166942,-3.680400185,-3.687027845,-3.68571149,-3.680551828,-3.68064138,-3.680427978,-3.680400631,-3.680400151,-3.680400237,-3.728717109,-3.680471683,-3.692334396,-3.704659862,-3.680400172,-3.681519114,-3.680401418,-3.695174723,-3.859157718,-3.689183916,-3.682071709,-3.680781474,-3.680400152,-3.680400151,-3.680400151,-3.680400151,-3.682406104,-3.733751001,-3.680400151,-3.680400151,-3.68040016,-3.680525473,-3.680423907,-3.680404256,-3.740985757,-3.680400171,-3.688479826,-3.682123765,-3.728089237,-3.683069901,-3.680891264,-3.680400151,-3.712692202,-3.680703338,-3.709056185,-3.68040238,-3.680400151,-3.680415883,-3.681200659,-3.716401037,-3.68146394,-3.681472927,-3.684486944,-3.680400151,-3.681026358,-3.680475868,-3.704325545,-3.746532902,-3.684383858,-3.680463759,-3.682911757,-3.680405785,-3.680405893,-3.680481535,-3.682195331,-3.723045335,-3.708611406,-3.682047508,-3.680400245,-3.680486714,-3.680400151,-3.680400371,-3.680400212,-3.680400152,-3.690812901,-3.682201959,-3.680640735,-3.681372074,-3.680401214,-3.680419005,-3.680640596,-3.681068841,-3.680400151,-3.70068797,-3.680400293,-3.680400151,-3.70868541,-3.682523888,-3.680406976,-3.680400207,-3.680400168,-3.680400299,-3.68331313,-3.685910746,-3.680600927,-3.680400183,-3.680400151,-3.68141693,-3.714347859,-3.760873075,-3.680400151,-3.680401756,-3.680501081,-3.680400151,-3.680400416,-3.717999979,-3.690896272,-3.680415226,-3.6804038,-3.68128166,-3.680439239,-3.695315674,-3.680400309,-3.680400196,-3.70506517,-3.703657337,-3.680473871,-3.687469178,-3.680400295,-3.680609591,-3.680400289,-3.680535049,-3.68244188,-3.680401811,-3.682005553,-3.680400151,-3.68040243,-3.693482439,-3.680400151,-3.680400151,-3.680737545,-3.68040027,-3.682101698,-3.685490237,-3.727692586,-3.680400163,-3.680400151,-3.680400155,-3.68040338,-3.680400151,-3.680400151,-3.680400151,-3.680400363,-3.719334925,-4.104291594,-3.681121449,-3.680452568,-3.686634147,-3.680400151,-3.725192582,-3.692775125,-3.68040016,-3.747963929,-3.680400151,-3.680400199,-3.692867736,-3.680400215,-3.680400151,-3.680403293,-3.680498601,-3.680400151,-3.680400154,-3.68040081,-3.680400152,-3.680400344,-3.70715788,-3.723693169,-3.683373436,-3.680403118,-3.696867285,-3.703786235,-3.680949646,-3.681426335,-3.680502441,-3.746199983,-3.725308642,-3.715495058,-3.933116208,-3.680400152,-3.680400152,-3.680405448,-3.680400348,-3.680400206,-3.698616964,-3.680700826,-3.744561931,-3.712956726,-3.682270241,-3.680400168,9.707284865,9.716590978,9.708310922,9.733823906,9.728447883
518eb6b15a2788a197b7c6e3c57c3ff9,9.707284865,9.716590978,9.70718221,9.732036689,9.955955499,9.707195556,9.707189756,9.733011776,9.710242322,9.740702252,9.843899663,10.04214459,9.707647459,9.707377073,9.707182417,9.707182234,9.777264378,9.793009881,9.707186638,9.725706103,9.775611357,9.708686758,9.707205993,9.772047108,9.811114918,9.70718877,9.7102374,9.788452233,9.707182202,9.782514669,9.710205706,9.709677116,9.707183398,9.707184961,9.890760052,9.7389879,9.775486578,9.707236507,9.728185236,9.73299031,9.707250314,9.708991577,9.707272287,9.710288493,9.722779101,9.753728514,9.717756843,9.772477104,9.707454541,9.750999586,9.70718285,9.707182205,9.707182382,9.707559744,9.707238685,9.707371675,9.707182219,9.707399879,9.755050028,9.711893156,9.840716738,9.707182798,9.710730702,9.707185328,9.710899327,9.707184631,9.753901139,9.751133348,9.966757252,9.708014561,9.708519075,9.727181672,9.707221184,9.708404863,9.707621226,9.708394249,9.858878665,9.708578381,9.707310299,10.06419079,9.775665966,10.0025762,9.708145338,9.760133789,9.708039834,9.737714048,9.708084868,10.00044425,9.838275836,9.707182583,9.774521998,9.70718228,9.707183408,9.728778306,9.707182207,10.0299658,9.707183669,9.712685206,9.70718415,9.70718221,9.709091028,10.21946972,9.707415853,9.714053762,9.707210131,9.716047583,9.7306697,9.707305334,9.708927307,9.88518394,9.708684475,9.708966443,9.72811979,9.710386951,9.834924422,9.707465561,9.766761295,9.707280781,9.707252454,9.722955491,9.709945026,9.731985935,9.727287162,9.710695523,9.926362938,9.711165077,9.731146881,9.711359479,9.801617713,10.04243132,9.930944092,9.764608508,9.814822179,9.707274971,9.707194139,9.733344606,9.707254988,9.708736067,9.707182477,9.71669563,9.854017281,9.708010872,9.707303899,9.965677131,9.70861277,9.707182204,9.708655867,9.707192437,9.790428741,9.771913819,9.707182208,9.707370203,10.20169553,9.999034886,9.78280385,9.734030512,9.707211481,9.713845401,9.707268874,9.707210358,9.707360292,9.748031777,9.744330205,9.712705089,9.770464057,9.778647761,9.707182202,9.806822595,9.70810895,9.707825348,9.707393,9.756704247,9.713758445,9.728536914,9.745183226,9.958737948,9.70792936,9.716957779,9.731545087,9.707189186,9.710588495,9.707623845,9.761137068,9.800194042,9.792539892,9.707182203,9.707225559,9.707248152,9.70726649,9.753752232,9.707190065,10.02305117,10.12792733,9.707197916,9.717045151,3.438972027,5.480350532,5.358762489,4.151171565,5.007023563
0b9335545a50e5c3be77f0883e434ca3,3.438972027,5.480350532,5.156691749,5.292099332,4.746775386,4.284334119,3.686732848,4.666812807,5.03296989,5.600879256,4.714112339,4.988859736,4.826762694,5.006884444,3.937389967,4.086470663,5.075796266,4.110765895,4.55953984,5.593236194,4.317580421,5.174491553,5.530683496,3.478184827,4.177790665,5.519738537,5.109439831,5.378095407,4.217499476,3.717823448,5.597083931,5.600817238,5.402700556,4.54210682,5.348397234,4.050413095,4.71894332,5.372281055,5.017793013,5.596883221,3.733327388,3.448945074,5.596583857,3.777836321,5.598797352,5.597796248,5.552702913,5.452377777,4.995395721,5.404496351,5.351707583,5.555080206,4.563530005,5.287549626,5.476000199,5.558680156,5.28458779,3.643923095,3.645943611,4.013875994,3.455600195,5.038396707,3.346932226,3.344431072,3.611975255,4.746135431,4.634954737,5.559855458,5.158646732,5.561962914,4.862975154,5.599184791,5.59314567,4.750145964,4.072599764,5.60051998,4.430223017,5.521603712,4.354779705,5.400706767,4.870092247,4.984334717,4.783561145,4.278357727,5.538067566,4.644466308,5.600574942,5.328840413,4.97243008,5.545985432,5.411766138,5.546708996,5.509513257,5.179510243,3.05490821,5.493802834,5.551382719,5.592834046,5.2781567,5.145556613,4.630188673,3.030269609,5.585057943,5.465053678,4.065376429,5.542230229,5.136972591,4.909745808,3.902235483,4.96106484,4.809318236,5.427472082,4.967624544,4.174456921,5.102444532,5.287964069,5.237826855,4.722753593,4.417199541,5.077011601,3.958284942,4.008447867,5.43365055,5.160202934,4.601631386,5.498740659,5.595426817,5.261699783,5.149697705,5.224616947,5.42719334,5.367014023,5.594252608,5.199351483,5.475256159,4.638329699,5.227450421,4.668169416,5.594456533,5.573589218,5.591404562,3.828979402,5.592289197,5.555274745,5.059314167,5.526584548,5.372973107,5.600704601,3.661254938,4.818749218,5.101005771,5.581150988,5.330992335,5.551151994,4.857612785,4.102698462,4.945793276,5.401223028,5.233600014,5.499744678,3.566095163,3.364878036,4.428353352,4.104302972,5.556005926,5.219016599,4.581572953,5.158794932,4.39405212,5.188397631,5.221271959,5.043798687,5.439072051,4.877081909,5.09119333,5.442784918,3.992556024,4.069515152,5.409576933,3.198416765,5.410718634,4.657116585,5.045252252,4.783470012,5.494900823,5.270496245,5.600806546,5.475707198,5.021404791,4.804827585,5.047848934,3.782998645,5.421684689,5.581258663,4.813512478,2.380499484,2.359189889,2.146441323,2.253757931,2.346228884
05c85764ca4a6173ed71d648e1b9c8cd,2.380499484,2.359189889,2.143200943,2.299619279,2.119502233,2.567619201,2.442578941,2.220486374,2.107496253,2.147734425,2.369100635,2.137163848,2.583743038,2.264426948,2.179535692,2.129923269,2.453501598,2.140757406,2.468579488,2.204305212,2.222583665,2.107846492,2.464863054,2.229892578,2.352291915,2.277509286,2.158606589,2.737935474,2.104480291,2.247321943,2.314638342,2.122714751,2.181931784,2.453697382,2.188581568,2.208182988,2.115688064,2.128381124,2.222717144,2.513244077,2.137448674,2.120861931,2.153692843,2.114472007,2.425446904,2.164299355,2.20635575,2.498222608,2.139960151,2.365630227,2.104223584,2.186976894,2.117449431,2.153919445,2.11110708,2.728936171,2.115569495,2.173644076,2.103944791,2.17374333,2.275083402,2.10403943,2.107389523,2.603391591,2.252156645,2.264020869,2.134457317,2.105232084,2.30385103,2.282980449,2.313279124,2.104865445,2.148195925,2.119923944,2.276875373,2.186415949,2.109118522,2.692449469,2.615739863,2.264239706,2.549166774,2.404351896,2.204983024,2.103947081,2.378126765,2.232375224,2.510535432,2.179980469,2.118807178,2.179117332,2.162019241,2.104703286,2.104175422,2.118081362,2.390746108,2.380793882,2.114300392,2.55627494,2.104085641,2.105973766,2.137363696,2.276559095,2.142848533,2.14519071,2.289874146,2.156727846,2.211300595,2.434420665,2.263780603,2.166775887,2.173893718,2.144037071,2.167014573,2.139974765,2.254645935,2.445123751,2.151682647,2.104536275,2.266181672,2.121032656,2.237275691,2.288596073,2.204560057,2.504231057,2.258379936,2.158550531,2.224067721,2.104925649,2.145812099,2.361129563,2.129823783,2.104981409,2.126081714,2.139469134,2.521828262,2.296557434,2.108314555,2.137133555,2.125428891,2.10842648,2.570438676,2.150258126,2.111683733,2.105058896,2.123051124,2.510753075,2.118995402,2.191656109,2.117252267,2.326486822,2.241968313,2.130884698,2.108682906,2.179019928,2.703730164,2.159702732,2.104348835,2.168328581,2.249369626,2.262214206,2.159047689,2.398293719,2.146296292,2.124972874,2.173396245,2.361306685,2.315034638,2.533750526,2.117718615,2.104296332,2.152877107,2.268375391,2.144310379,2.350041857,2.286956979,2.225259291,2.362280001,2.35282525,2.173648158,2.103966414,2.181273247,2.213889646,2.218592782,2.167242857,2.103924331,2.47828932,2.113319704,2.490403617,2.292006142,2.124149763,2.122957272,2.297155999,2.15379094,2.25875561,2.190166506,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471
df5c09a9762d27c82e34f8414025bd74,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811472,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811477,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811477,4.349811474,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811473,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811482,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811472,4.349811471,4.349811471,4.349811471,4.349811471,4.349811472,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811476,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811472,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811473,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811474,4.349811475,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811472,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811499,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811472,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811472,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349812709,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,4.349811471,9.595626835,10.80405114,9.819031591,11.52601865,9.969701345
9636f7ffe62f9bd6eb58488f94582b2d,9.595626835,10.80405114,9.532274523,9.386988284,9.723457522,9.845869323,9.582872689,10.35528192,10.21975332,10.62794428,9.478566171,10.42243965,9.638984599,10.02235459,9.551350312,9.971453024,10.71510856,9.559152904,9.536593315,9.394625838,9.564528203,9.666945874,10.43953244,9.593156381,9.389131247,9.397283187,9.392451416,9.408237975,9.836511494,9.830715338,10.49308784,9.63398248,9.388520768,9.532430517,10.7600141,9.399263844,11.0099115,9.386812806,9.406903695,10.98806907,9.865874897,10.34912778,10.4913723,9.4366062,9.47403845,9.387836741,10.25510564,9.894670327,9.470194656,9.44620033,9.762870073,9.416451286,9.848623386,9.922852334,9.511331019,9.809995711,9.945339791,9.709333598,11.00447328,9.491188087,10.23577511,9.499936678,10.35253854,10.25020729,9.781923215,10.53778305,9.842558168,9.38709293,9.657694685,9.514289563,9.401997561,9.449899491,9.425383088,10.45480194,9.481443033,9.580895298,10.72790464,10.11554412,9.402089894,9.981092083,9.616084279,9.93394878,9.7560655,10.06036897,10.20554174,9.963153236,9.541719716,9.411388631,9.555148392,11.13825214,10.57269155,9.77468484,10.42809446,9.417895688,9.691190392,9.885058633,10.94030859,9.698475198,9.452004553,11.2518727,9.775370146,9.41499514,9.405757621,9.428969291,10.11528927,9.545114113,9.498686185,9.749148988,9.715516615,9.755038185,9.805026175,10.18663021,9.558976578,9.852597306,10.07374543,9.544906237,9.694703137,9.75821618,9.385721702,9.550508323,9.696986411,9.394871734,9.400306608,9.41226829,9.397387346,10.29252673,9.395577866,9.535105785,9.700155751,10.04967672,11.03236988,9.385867783,9.423765733,9.397648885,9.471880568,9.414214154,9.52670462,9.388233608,10.49164038,10.14017501,10.26352792,9.690119037,9.864308725,9.614614793,9.831947871,10.28814771,10.03042601,9.630303371,9.723864263,10.23244998,9.947203846,9.386508466,10.1563007,11.03264161,10.20058033,11.50015567,9.393714022,10.21716646,9.385832672,9.729436734,9.784618772,9.533362659,11.04466087,9.392516171,9.424918544,10.3286858,9.401821615,11.05518355,10.36190284,9.386968515,9.388304235,9.389111845,9.394793751,9.626014995,10.27243046,9.49930634,9.4459943,9.392100089,11.30757831,9.839358578,9.446627636,9.571658928,10.05881312,10.63981929,9.386787347,9.63949976,9.883250414,9.899774351,9.96643995,9.573815652,9.808830434,10.05978989,9.935765947,9.394837611,10.15249336,-1.420913909,-2.212574673,-1.644176566,-1.511551782,-1.795969116
9c1f0bc380a7147a3e7cb3e85f5f9d3f,-1.420913909,-2.212574673,-1.428516532,-1.901394904,-1.459111788,-1.890778301,-1.689869537,-1.781251917,-1.648583898,-1.600460552,-1.860155889,-1.512059665,-1.466588554,-1.777952756,-1.479049981,-1.471363433,-2.141661515,-2.010456016,-1.726235933,-1.928720849,-1.422696501,-1.702138016,-2.572106589,-1.538455502,-1.929999807,-2.00007341,-1.87157541,-1.854620043,-2.090197705,-1.878514725,-1.431246032,-2.719154468,-1.546789188,-1.484241081,-1.708163135,-2.000928713,-1.499987616,-1.997000547,-1.952486599,-2.210903792,-1.439644057,-1.425990799,-1.812583577,-1.421841532,-2.601533434,-1.895621566,-1.467839657,-1.506996222,-2.34125428,-1.998678219,-1.56665005,-1.421124139,-1.569593025,-1.444148551,-1.435081112,-1.975071722,-1.644121709,-1.614134949,-1.63641457,-1.667472468,-1.438237273,-1.474758624,-1.733280543,-2.239471168,-1.985006992,-1.419888638,-2.12281909,-1.474974654,-1.749199687,-1.586576216,-2.13879272,-1.825027995,-1.450182892,-1.590521701,-2.092172181,-2.615622788,-1.481573662,-1.873664126,-2.307371425,-1.921815473,-1.509764308,-1.565082479,-2.223168496,-1.519270673,-1.536670006,-1.466687507,-1.433175376,-1.49500399,-1.465807415,-1.871232977,-2.334768408,-1.602071965,-1.938695677,-1.856825325,-1.674984864,-1.423700431,-1.609816308,-1.700950587,-1.94099154,-2.602041745,-1.743961057,-1.43226209,-1.418918248,-1.543213875,-1.598960369,-1.444217152,-1.419009074,-1.653497857,-1.670989116,-2.18978113,-1.467988503,-1.440759489,-1.504697805,-1.887942405,-1.67904766,-2.261374925,-2.57336439,-2.497476135,-1.570845547,-1.697895089,-2.370571879,-1.48684919,-1.507664567,-2.03534265,-1.936544154,-1.433838302,-2.189767395,-1.437012879,-1.6399216,-1.653924289,-1.564875946,-1.54541089,-2.379889615,-1.451143583,-1.841420728,-1.665864122,-1.830847886,-2.346570997,-1.418860417,-1.873177082,-2.362095076,-1.830665824,-1.594784752,-1.465877999,-1.8884144,-1.450226084,-1.430146921,-2.208904526,-1.753476823,-1.826464411,-1.690373981,-1.42379485,-1.420234168,-2.159093398,-1.940840522,-1.465950829,-1.452752359,-1.439680869,-1.443482997,-1.894808208,-2.246516365,-2.27115235,-1.508725099,-1.420629979,-1.503698166,-1.760316953,-1.789115276,-1.608899219,-2.515499199,-1.804500913,-2.527402157,-1.509633301,-1.670221874,-1.593635312,-1.676781502,-1.657626783,-1.432207666,-2.250202977,-1.736110176,-2.674806065,-2.385516323,-1.859891901,-1.420996775,-1.441262722,-1.868218613,-1.538845972,-1.966789095,-1.725529695,-2.498734068,-1.806608702,-1.622976267,-1.530909876,-1.527126787,-2.391141623,-1.588285913,-9.382661243,-6.468345292,-6.985943468,-8.470659675,-7.423886916
